INSTNM,ZIP,LATITUDE,LONGITUDE,SATVR75
Bais HaMedrash and Mesivta of Baltimore,21209-1613,39.37968,-76.674591,NULL
Long Island Barber Institute,11550-6317,40.69983,-73.615341,NULL
Salon Institute-Toledo Campus,43615-1731,41.67466,-83.697201,NULL
American Institute of Medical Sonography,89102,36.14634,-115.178061,NULL
Curve Metric School of Hair Design,60707-1118,41.93755,-87.818661,NULL
Athena Career Academy,43615,41.616622,-83.664756,NULL
Yeshiva Gedolah Zichron Leyma,07036-3905,40.636528,-74.265525,NULL
The Barber School,84047-3723,40.620753,-111.891658,NULL
Be'er Yaakov Talmudic Seminary,10977-1912,41.139404,-74.028483,NULL
RGV Careers,78577-2106,26.20743,-98.198681,NULL
Alexander Academy,01420-0000,42.58544,-71.812241,NULL
LeMelange Academy of Hair,94558-2935,38.298372,-122.286831,NULL
Aveda Institute-Tucson,85719-4876,32.23271,-110.957371,NULL
Velvet Touch Academy of Cosmetology,83687-5020,43.605065,-116.510482,NULL
Ambiance Beauty & Barber Academy Inc,32935-8771,28.117854,-80.672628,NULL
Diamond Beauty College,91733-2180,34.06319,-118.046471,NULL
Unitek College,94080-1005,37.65661,-122.455951,NULL
University Academy of Hair Design,35476-3100,33.24135,-87.589651,NULL
Florida Institute of Recording Sound and Technology,32804-3309,28.57897,-81.411511,NULL
New Dimensions Beauty Academy Inc,80138-9801,39.53453,-104.766551,NULL
Jolei's Hair Institute,29560-9337,33.878269,-79.768759,NULL
Paul Mitchell the School-Reno,89502,39.50919,-119.803631,NULL
Boise Barber College,83704-5919,43.632447,-116.274287,NULL
Austin Kade Academy,83404-5540,43.482759,-112.000731,NULL
Aesthetic Science Institute,12110-1095,42.771267,-73.822225,NULL
Elaine Sterling Institute,30342-2633,33.88695,-84.382241,NULL
Wade Gordon Hairdressing Academy,79121-0548,35.186455,-101.926877,NULL
Mitsu Sato Hair Academy,66212-1457,38.96481,-94.670221,NULL
SAE Institute of Technology-Los Angeles,90038,34.0904,-118.336861,NULL
Florida Vocational Institute,33144,25.769907,-80.323999,NULL
SAE Institute of Technology-Atlanta,30303-1736,33.75992,-84.387151,NULL
Academy di Firenze,83338-2329,42.72382,-114.519781,NULL
SAE Institute of Technology-Miami,33160-4307,25.92389,-80.155551,NULL
Colorado State University-Global Campus,80111-0000,39.60862,-104.898231,NULL
Paul Mitchell the School-Overland Park,66212,38.95593,-94.688051,NULL
Medspa Academies,84095-3519,40.557069,-111.911769,NULL
Brighton Institute of Cosmetology,48116-8360,42.52102,-83.743651,NULL
West Coast University-Dallas,75247-3900,32.82726,-96.873991,NULL
Stevens-Henager College,84790-2111,37.08327,-113.555511,NULL
National American University-Bellevue,68123-1065,41.14157,-95.967131,NULL
National American University-Burnsville,55337-2548,44.772711,-93.287498,NULL
National American University-Mesquite,75150-5628,32.803598,-96.625999,NULL
Empire Beauty School-Savannah,31406-2455,32.007124,-81.111471,NULL
Ogle School Hair Skin Nails-Denton,76205-7534,33.19222,-97.113441,NULL
Empire Beauty School-West Greensboro,27407-2693,36.05168,-79.904101,NULL
California College San Diego,92069-2971,33.13817,-117.160641,NULL
Old Town Barber College-Topeka,66601-0000,39.00027,-95.689101,NULL
Jolie Hair and Beauty Academy-Northfield,08225-1265,39.38347,-74.555351,NULL
Hays Academy of Hair Design,67401-0000,38.83981,-97.607571,NULL
Bellus Academy,66502-2838,39.191201,-96.609575,NULL
Cortiva Institute-Seattle,98003-5475,47.320315,-122.306314,NULL
MotoRing Technical Training Institute,02914-5022,41.81866,-71.384761,NULL
Leon Studio One School of Hair Design & Career Training Center,14120-5922,43.02318,-78.873841,NULL
Columbia College,20121,38.836958,-77.435116,NULL
Unitek College,94541-7026,37.66064,-122.115681,NULL
ITT Technical Institute-Philadelphia,19106-3324,39.94898,-75.152201,NULL
ITT Technical Institute-Marlton,08053-3102,39.91018,-74.939291,NULL
ITT Technical Institute-Germantown,53220,42.95984,-87.992451,NULL
ITT Technical Institute-Southfield,48083,42.56258,-83.117241,NULL
ITT Technical Institute-West Palm Beach,33409-5180,26.7022,-80.085991,NULL
ITT Technical Institute-Salem,97306-1905,44.88528,-123.032831,NULL
ITT Technical Institute-Deerfield Beach,33328,26.077866,-80.251855,NULL
ITT Technical Institute-Indianapolis East,46219-1794,39.80095,-86.042651,NULL
ITT Technical Institute-Douglasville,30135-2371,33.719097,-84.771569,NULL
ITT Technical Institute-Overland Park,66213-1106,38.91518,-94.674121,NULL
ITT Technical Institute-Springfield,62704-5373,39.76727,-89.703621,NULL
ITT Technical Institute-West Chester,45212,39.16126,-84.449401,NULL
Pennsylvania State University-World Campus,16802-1503,40.832677,-77.841657,580
Medical Career Institute,7712,40.263186,-74.046768,NULL
Advance Beauty Techs Academy,92583-6572,33.795867,-116.971539,NULL
Montage Academy,80501,40.1531,-105.104971,NULL
Brand College,91203,34.15799,-118.265551,NULL
Hinton Barber and Beauty College,94591,38.10643,-122.222571,NULL
Advanced Career Institute,93291,36.344397,-119.385592,NULL
Digital Film Academy,10036,40.760002,-73.991441,NULL
MyComputerCareer.com-Raleigh,27606,35.76721,-78.727311,NULL
Kaplan University-Augusta Campus,4330,44.34045,-69.78955,NULL
South University-Austin,78729,30.459476,-97.751403,NULL
South University-Cleveland,44128,41.431336,-81.497852,NULL
Bryant & Stratton College-Online,14127,42.790477,-78.769037,NULL
Virginia College-Florence,29501,34.18711,-79.823491,NULL
Ogle School Hair Skin Nails-San Antonio,78216,29.520142,-98.505519,NULL
Elizabethtown College School of Continuing and Professional Studies,17022-2298,40.149968,-76.591579,NULL
Fortis College-Cutler Bay,33157,25.58561,-80.363801,NULL
Ideal Beauty Academy,40223,38.22488,-85.567911,NULL
Minnesota School of Cosmetology-Plymouth Campus,55447,44.994475,-93.50212,NULL
Mercyhurst University-North East Campus,16428,42.2196,-79.835671,NULL
Warner Pacific College Adult Degree Program,97266,45.50362,-122.562251,NULL
Platt College-Riverside,92507,33.93284,-117.298291,NULL
Savannah Law School,31401,32.06917,-81.093911,NULL
Empire Beauty School-Glen Burnie,21061,39.203955,-76.6141,NULL
Everest College-Woodbridge,22192,38.636284,-77.295987,NULL
Everest College-Kansas City,64114,38.96357,-94.607161,NULL
International School of Cosmetology-Toni & Guy Hairdressing Academy,85250,33.536941,-111.889155,NULL
InterCoast Career Institute-Salem,3079,42.7717,-71.244101,NULL
American National University-Canton,44718,40.84987,-81.434121,NULL
Vatterott College-Fairview Heights,62208,38.59776,-89.989891,NULL
Ross Medical Education Center-Dayton,45424,39.819268,-84.127107,NULL
Ross Medical Education Center-Ontario,44906,40.7739,-82.591771,NULL
Ross Medical Education Center-Bowling Green,42104,36.96679,-86.434191,NULL
Florida Institute of Technology-Online,32901,28.06469,-80.618811,NULL
Rasmussen College-Kansas,66606,39.05634,-95.751738,NULL
Columbia Institute,20906-4503,39.05573,-77.081261,NULL
School of Missionary Aviation Technology,48846,42.941626,-85.077288,NULL
Ace Cosmetology and Barber Training Center,6716,41.594114,-72.987869,NULL
Manthano Christian College,48185-1919,42.33117,-83.406961,NULL
California Miramar University,92108,32.77931,-117.118211,NULL
Rocky Vista University,80134,39.56304,-104.814691,NULL
Virginia College-Greensboro,27406,36.00925,-79.840151,NULL
The College of Health Care Professions-Dallas,75243-1188,32.92258,-96.758031,NULL
The College of Health Care Professions-Fort Worth,76137-5021,32.816869,-97.312707,NULL
Shear Finesse Hairstyling Academy,32208,30.371549,-81.664009,NULL
Academy of Salon Professionals,65301,38.690856,-93.250986,NULL
CyberTex Institute of Technology,78752,30.32448,-97.702881,NULL
UEI College-Santa Cruz,95065,36.98817,-121.985231,NULL
New England Tractor Trailer Training School of CT-Bridgeport,6608,41.187042,-73.179479,NULL
Gemini School of Visual Arts & Communication,78613,30.50924,-97.846101,NULL
Designer Barber & Stylist School,72903-3753,35.3594,-94.370341,NULL
Paul Mitchell the School-Woodbridge,22192,38.63645,-77.295853,NULL
College of the Muscogee Nation,74447-0917,35.645749,-95.959574,NULL
The Salon Professional Academy-Huntsville,35816,34.738216,-86.657129,NULL
Midwives College of Utah,84106,40.71086,-111.856911,NULL
Aspen Beauty Academy of Laurel,20724,39.100704,-76.822817,NULL
M T Training Center,75150-5153,32.71991,-97.042611,NULL
Berks Career & Technology Center,19533-9112,40.386863,-75.999034,NULL
Future Generations Graduate School,26807-0000,38.70906,-79.405415,NULL
Carthage R9 School District-Carthage Technical Center,64836-1332,37.173927,-94.30051,NULL
Grace Mission University,92833-3860,33.866566,-117.957072,NULL
PCCTI IT and Healthcare,60523-1234,41.84403,-87.984621,NULL
Sotheby's Institute of Art-NY,10022-6717,40.68897,-73.937381,NULL
Top Nails & Hair Beauty School,84118-0000,40.653083,-111.939464,NULL
Radians College,20005-3542,38.90326,-77.032891,NULL
Santa Ana Beauty College,92706-2321,33.75952,-117.895961,NULL
Shepherds College,53182-1527,42.67843,-88.063131,NULL
Woodruff Medical Training and Testing,30084,33.84549,-84.251931,NULL
Helms College,31206-5309,32.80389,-83.732701,NULL
American Academy of Personal Training,10011-7301,40.73785,-73.998971,NULL
Ukiah Adult School,95482-3865,39.161993,-123.214735,NULL
Riverside County Office of Education,92508,33.91732,-117.294571,NULL
Institute of Health Sciences,21031-1408,39.48735,-76.656521,NULL
Mid-South Christian College,38118-3151,35.064377,-89.910526,NULL
Advanced Computing Institute,90010-3911,34.061731,-118.299299,NULL
New York Institute of Beauty,11749-1479,40.80235,-73.189261,NULL
Ultrasound Medical Institute,33411,26.68298,-80.228391,NULL
Beautiful You School of Nail Technology,84721,37.71014,-113.060711,NULL
Harmon's Beauty School,20785-2135,38.927468,-76.879325,NULL
Xavier College School of Nursing,95202-1332,37.963925,-121.292764,NULL
Lawrence & Company College of Cosmetology,93230-4102,36.33339,-119.637371,NULL
Cactus Academy,11530-3402,40.73961,-73.614181,NULL
Kaizen Beauty Academy,33024-6609,26.01015,-80.255891,NULL
Southern Texas Careers Academy,78504-2569,26.23789,-98.207661,NULL
Sharp Edgez Barber Institute,14620-0000,43.140489,-77.605023,NULL
The Salon Professional Academy-Nashville,37214-2163,36.17027,-86.667551,NULL
Cosmotech School of Cosmetology,04092-2878,43.67598,-70.369991,NULL
Prestige Health & Beauty Sciences Academy,33160-4102,25.931398,-80.132918,NULL
Grace College of Barbering,27834,35.60597,-77.383211,NULL
California Career Institute,92840-2816,33.786443,-117.958797,NULL
Cosmo Factory Cosmetology Academy,95060-4401,36.96782,-122.023831,NULL
Grace School of Theology,77384-4894,30.20578,-95.472361,NULL
Yeshiva Gedolah Kesser Torah,10952-2127,41.12494,-74.068551,NULL
Universal Training Institute,08861-4106,40.51034,-74.269901,NULL
Yeshiva Yesodei Hatorah,08701-4946,40.065492,-74.201781,NULL
Rizzieri Institute,08043-1911,39.85132,-74.999965,NULL
Bonnie Joseph Academy of Cosmetology and Barbering,84032-2044,40.505511,-111.413541,NULL
Healthcare Training Institute,70062-7630,29.97382,-90.246041,NULL
W Academy of Salon and Spa,94526,37.81773,-121.996459,NULL
Boca Beauty Academy,33434-4178,26.36725,-80.166891,NULL
United Medical and Business Institute,30344-6977,33.67849,-84.438601,NULL
Paul Mitchell the School-Jersey Shore,08723-3413,40.061672,-74.13955,NULL
City Pointe Beauty Academy,64870-2502,37.14015,-94.474671,NULL
The Chrysm Insitute of Esthetics,23462-2980,36.84521,-76.139351,NULL
National Personal Training Institute of Columbus,43235-5739,40.10503,-83.082411,NULL
Bly's School of Cosmetology,32601-4021,29.6652,-82.330441,NULL
Toni & Guy Hairdressing Academy-Manteca,95337-5703,37.788987,-121.216183,NULL
Belle Academy of Cosmetology,06704-1035,41.596437,-73.056909,NULL
Dorsey Business Schools-Lansing,48911-5744,42.66692,-84.543911,NULL
ITT Technical Institute-Pensacola,32504-6638,30.495261,-87.189509,NULL
ITT Technical Institute-San Antonio East,78218-1527,29.516628,-98.405379,NULL
MedTech Institute-Orlando Campus,32826-4906,28.57259,-81.208241,NULL
Tulsa Welding School-Tulsa,74104-3909,36.14838,-95.959061,NULL
Empire Beauty School-Augusta,30907-4122,33.515767,-82.065036,NULL
South University-High Point,27265-8320,36.04129,-79.965201,NULL
Empire Beauty School-Vernon Hills,60061-1519,42.24149,-87.946123,NULL
Empire Beauty School-Stone Park,60165-1010,41.90709,-87.871371,NULL
Court Reporting Institute of St Louis,63105-3329,38.64829,-90.335741,NULL
Ohio Business College-Dayton,45417-4094,39.74265,-84.195261,NULL
Empire Beauty School-Rochester,14626-3461,43.21531,-77.729991,NULL
American Career College-Long Beach,90802-3174,33.770473,-118.190168,NULL
Ross Medical Education Center-Kokomo,46902-3650,40.444013,-86.130014,NULL
Ross Medical Education Center-Erlanger,41018-1279,39.030555,-84.616638,NULL
Ross Medical Education Center-Charleston,25304-2816,38.31287,-81.566935,NULL
L'Ecole Culinaire-Kansas City,64112-2110,39.040598,-94.591194,NULL
Utah College of Massage Therapy-Houston,77040-6307,29.847413,-95.503633,NULL
InterCoast Colleges-Fairfield,94534-6085,38.27561,-122.050541,NULL
Vatterott College-ex'treme Institute by Nelly-St Louis,63102-2115,38.63107,-90.185411,NULL
Southern Careers Institute-San Antonio,78238-4114,29.45833,-98.627161,NULL
College of Business and Technology-Miami Gardens,33014-6338,25.92456,-80.284651,NULL
Milan Institute of Cosmetology-Nampa,83651,43.60065,-116.593951,NULL
Milan Institute-Merced,95340-2626,37.32253,-120.481171,NULL
Midwest Technical Institute-Springfield,65804-4414,37.14777,-93.256511,NULL
Finger Lakes School of Massage,21701-3030,39.442054,-77.396621,NULL
Augusta University,30912,33.47145,-81.988361,560
Middle Georgia State University,31206,32.81039,-83.732361,NULL
Trenz Beauty Academy,60409,41.61564,-87.529531,NULL
Paul Mitchell the School-Denver,80226,39.708743,-105.076905,NULL
Academy of Interactive Entertainment,98109-4623,47.62192,-122.355081,NULL
Arrojo Cosmetology School,10014,40.727795,-74.004892,NULL
Cosmetology Academy of Texarkana,75503,33.4565,-94.132291,NULL
Virginia Baptist College,22407,38.29061,-77.531381,NULL
Lynnes Welding Training,58102,46.87988,-96.823491,NULL
Aviation Institute of Maintenance-Las Vegas,89119,36.08304,-115.117631,NULL
Tulsa Technology Center-Owasso Campus,74055,36.312305,-95.820494,NULL
Tulsa Technology Center-Sand Springs Campus,74063,36.13761,-96.095601,NULL
National American University-Austin South,78745-4868,30.208608,-97.814592,NULL
National American University-Lewisville,75067-8193,32.99225,-96.978131,NULL
National American University-Georgetown,78628-5355,30.63086,-97.695581,NULL
National American University-Richardson,75080-5400,32.95517,-96.768511,NULL
National American University-Rochester,55901-4001,44.063199,-92.497972,NULL
National American University-Weldon Spring,63304-7795,38.728941,-90.64441,NULL
National American University-Wichita West,67212-2976,37.70923,-97.440061,NULL
National American University-Indianapolis,46268-3167,39.92198,-86.222601,NULL
National American University-Tigard,97223-8304,45.422669,-122.745721,NULL
The Art Institute of St Louis,63303,38.766465,-90.495665,NULL
DeVry College of New York,10016,40.7476,-73.983127,NULL
DeVry University-Arizona,85021,33.56572,-112.104961,NULL
DeVry University-California,91768,34.06302,-117.803681,NULL
DeVry University-Colorado,80234,39.91934,-105.008901,NULL
DeVry University-Florida,33027,25.98794,-80.339241,NULL
DeVry University-Georgia,30030,33.774971,-84.296897,NULL
DeVry University-Illinois,60618,41.94122,-87.691051,NULL
DeVry University-Indiana,46410,41.47242,-87.327511,NULL
DeVry University-Maryland,20814,38.98363,-77.091721,NULL
DeVry University-Michigan,48076,42.487451,-83.244788,NULL
DeVry University-Minnesota,55435,44.86289,-93.331791,NULL
DeVry University-Missouri,64131,38.92248,-94.583901,NULL
DeVry University-Nevada,89074,36.019627,-115.096518,NULL
DeVry University-New Jersey,8902,40.465723,-74.44394,NULL
DeVry University-North Carolina,28273,35.13766,-80.931971,NULL
DeVry University-Ohio,43209,39.9405,-82.940701,NULL
DeVry University-Oklahoma,73116,35.537003,-97.59009,NULL
DeVry University-Oregon,97225,45.51179,-122.777681,NULL
DeVry University-Pennsylvania,19034,40.139883,-75.17255,NULL
DeVry University-Tennessee,37211,36.08538,-86.694521,NULL
DeVry University-Texas,75063,32.93361,-97.011291,NULL
DeVry University-Utah,84070,40.58181,-111.888641,NULL
DeVry University-Virginia,22202,38.85232,-77.050211,NULL
DeVry University-Washington,98001,47.29468,-122.288091,NULL
DeVry University-Wisconsin,53202,43.03867,-87.906281,NULL
University of North Georgia,30597,34.530527,-83.986574,570
South Georgia State College,31533,31.497072,-82.850706,NULL
Northeastern University Global Network,2115,42.26599,-71.115961,NULL
Brown Mackie College-Dallas,76021,32.84155,-97.115771,NULL
American Institute-Toms River,8755,40.04455,-74.220531,NULL
Alamo City Barber College,78250-3227,29.525061,-98.639733,NULL
Arizona College-Mesa,85201,33.418379,-111.874356,NULL
American College of Healthcare,90255,33.978888,-118.225099,NULL
Central Georgia Technical College,31088,32.54502,-83.667531,NULL
Barber School of Pittsburgh,15220,40.44202,-80.034071,NULL
The Salon Professional Academy-South Plainfield,7080,40.548458,-74.429416,NULL
Arizona State University-Skysong,85257,33.46268,-111.924051,NULL
Louisiana Delta Community College,71203,32.498061,-92.030654,NULL
